word,meaning,category,domain,polarity,intensity,tone,morphology,ipa_original,ipa_clean,ipa_changed,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,rationale,flags,x13_accent,x14_contour,x15_meter,x16_regularity,morph_type
ちびりちびり,「ちびりちび」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音・濁音,暗い・重い・大,畳語・「り」変化,tɕibiɾitɕibiɾi,tɕibiɾitɕibiɾi,0,3,5,6,6,6,5,976.1,5.77,5,5104.3,6.68,6,0,4,#F5F5DC,95.9,-4.2,12.0,濁音による質量感・無声破裂音の領域性を反映し、Weight 3・Time 5・Flow 6のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ちゃかちゃか,「ちゃか」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,畳語,tɕakatɕaka,tɕakatɕaka,0,3,7,5,3,5,4,1413.7,6.71,6,8430.9,7.53,6,0,4,#D3D3D3,84.6,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 7・Flow 3のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ちゃきちゃき,「ちゃき」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,畳語,tɕakitɕaki,tɕakitɕaki,0,3,7,6,4,4,4,1551.2,6.94,6,8849.4,7.61,6,0,4,#90EE90,86.5,-46.3,36.9,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 7・Flow 4のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ちゃっぷちゃっぷ,「ちゃっぷ」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音・半濁音,明るい・軽い・小,畳語・促音,tɕapputɕappu,tɕapputɕappu,0,4,6,5,5,6,7,1005.7,5.84,5,6850.5,7.18,7,mh,5,#FFD700,86.9,-1.9,87.1,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 4・Time 6・Flow 5のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ちゃぶちゃぶ,「ちゃぶ」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音・濁音,暗い・重い・大,畳語,tɕabutɕabu,tɕabutɕabu,0,4,6,4,4,7,7,889.8,5.53,5,9149.5,7.67,7,0,4,#0000CD,25.0,67.2,-91.5,濁音による質量感・無声破裂音の領域性を反映し、Weight 4・Time 6・Flow 4のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ちゃぶん,「ちゃぶ」と響き渡る音、または余韻や弾力を伴う状態。,擬音語・擬態語,テクスチャー,中立,清音・濁音,暗い・重い・大,撥音,tɕabuŋ,tɕabuŋ,0,5,7,7,5,5,6,824.5,5.34,6,9186.9,7.68,7,0,4,#808080,53.6,-0.0,0.0,濁音による質量感・無声破裂音の領域性を反映し、Weight 5・Time 7・Flow 5のベクトル配置。,,3,6,5,0,N(撥音単発)
ちゃぷちゃぷ,「ちゃぷ」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音・半濁音,明るい・軽い・小,畳語,tɕaputɕapu,tɕaputɕapu,0,3,6,4,4,6,6,1070.0,6.00,5,6765.2,7.16,7,mh,5,#FF69B4,65.5,64.2,-10.6,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 6・Flow 4のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ちゃぼん,「ちゃぼ」と響き渡る音、または余韻や弾力を伴う状態。,擬音語・擬態語,テクスチャー,中立,清音・濁音,暗い・重い・大,撥音,tɕaboŋ,tɕaboŋ,0,4,7,6,5,5,6,863.5,5.46,6,7557.1,7.35,7,0,4,#808080,53.6,-0.0,0.0,濁音による質量感・無声破裂音の領域性を反映し、Weight 4・Time 7・Flow 5のベクトル配置。,,3,6,5,0,N(撥音単発)
ちゃぽちゃぽ,「ちゃぽ」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音・半濁音,明るい・軽い・小,畳語,tɕapotɕapo,tɕapotɕapo,0,3,6,4,3,6,6,1092.9,6.05,5,6478.3,7.09,6,mh,5,#FF69B4,65.5,64.2,-10.6,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 6・Flow 3のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ちゃりーん,「ちゃりー」と響き渡る音、または余韻や弾力を伴う状態。,擬音語・擬態語,テクスチャー,中立,清音,明るい・軽い・小,撥音・長音,tɕaɾiːŋ,tɕaɾiːŋ,0,3,5,7,5,5,4,1486.9,6.83,3,8564.5,7.56,6,0,4,#C0C0C0,77.7,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 5・Flow 5のベクトル配置。,,3,7,5,0,LONG(長音ー)
ちゅちゅ,「ちゅ」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,畳語,tɕutɕu,tɕutɕu,0,3,5,5,6,7,6,1562.4,6.96,5,6122.5,6.99,6,0,4,#FFB6C1,81.1,28.0,5.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 5・Flow 6のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ちゅっちゅっ,「ちゅっちゅ」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,畳語・促音,tɕuttɕuʔ,tɕuttɕuʔ,0,4,6,6,7,6,5,1319.2,6.53,6,7040.5,7.23,7,mh,5,#FFB6C1,81.1,28.0,5.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 4・Time 6・Flow 7のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ちゅんちゅく,「ちゅんちゅく」という感覚・音・状態を表す表現。,擬音語・擬態語,その他,中立,清音,明るい・軽い・小,撥音,tɕuntɕuku,tɕuntɕuku,0,3,5,5,6,7,5,1472.4,6.81,6,6372.3,7.06,6,mh,5,#FFFACD,97.6,-5.4,22.2,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 5・Flow 6のベクトル配置。,,5,5,5,8,COMPOUND(複合・異種)
ちゅー,音が長く尾を引いて持続する音や状態。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,長音,tɕuː,tɕuː,0,3,2,5,5,8,5,1582.7,6.99,1,6905.3,7.19,5,mh,5,#FFB6C1,81.1,28.0,5.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 2・Flow 5のベクトル配置。,,2,7,5,0,LONG(長音ー)
ちょい,「ちょい」という感覚・音・状態を表す表現。,擬音語・擬態語,その他,中立,清音,明るい・軽い・小,単発・その他,tɕoi,tɕoi,0,3,6,5,5,7,5,931.3,5.65,6,3644.4,6.11,6,mh,5,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 6・Flow 5のベクトル配置。,,5,5,0,8,COMPOUND(複合・異種)
ちょこちょこ,歩幅が狭く忙しなく歩くさま。,擬態語,その他,中立,清音,明るい・軽い・小,畳語,tɕokotɕoko,tɕokotɕoko,0,3,7,5,6,6,4,838.5,5.38,6,4090.0,6.30,6,0,4,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 7・Flow 6のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ちょこちょこっ,「ちょこちょこ」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,tɕokotɕokoʔ,tɕokotɕokoʔ,0,3,8,6,7,6,4,907.0,5.58,8,6290.1,7.04,7,0,4,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 8・Flow 7のベクトル配置。,,3,5,0,0,Q(促音単発)
ちょこなん,「ちょこな」と響き渡る音、または余韻や弾力を伴う状態。,擬音語・擬態語,テクスチャー,中立,清音,明るい・軽い・小,撥音,tɕokonaŋ,tɕokonaŋ,0,3,6,5,5,5,5,667.0,4.80,6,3158.8,5.87,6,mh,5,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 6・Flow 5のベクトル配置。,,5,5,5,8,COMPOUND(複合・異種)
ちょこまか,「ちょこまか」という感覚・音・状態を表す表現。,擬音語・擬態語,その他,中立,清音,明るい・軽い・小,単発・その他,tɕokomaka,tɕokomaka,0,3,6,5,5,6,4,798.5,5.26,6,3175.6,5.87,5,mh,5,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 6・Flow 5のベクトル配置。,,5,5,0,8,COMPOUND(複合・異種)
ちょこん,「ちょこ」と響き渡る音、または余韻や弾力を伴う状態。,擬音語・擬態語,テクスチャー,中立,清音,明るい・軽い・小,撥音,tɕokoŋ,tɕokoŋ,0,3,7,7,6,5,4,849.1,5.41,7,4658.0,6.52,7,0,4,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 7・Flow 6のベクトル配置。,,3,6,5,0,N(撥音単発)
ちょっきん,「ちょっき」と響き渡る音、または余韻や弾力を伴う状態。,擬音語・擬態語,テクスチャー,中立,清音,明るい・軽い・小,促音・撥音,tɕokkiŋ,tɕokkiŋ,0,4,7,6,5,5,4,965.6,5.74,6,5582.0,6.83,7,mh,5,#000000,0.0,0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 4・Time 7・Flow 5のベクトル配置。,,5,5,5,8,COMPOUND(複合・異種)
ちょっくらちょいと,「ちょっくらちょいと」という感覚・音・状態を表す表現。,擬音語・擬態語,その他,中立,清音,明るい・軽い・小,促音,tɕokkuɾatɕoito,tɕokkuɾatɕoito,0,3,6,5,5,7,4,940.7,5.67,7,3822.4,6.19,6,mh,5,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 6・Flow 5のベクトル配置。,,5,5,0,8,COMPOUND(複合・異種)
ちょっこり,「ちょっこ」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,促音・「り」変化,tɕokkoɾi,tɕokkoɾi,0,3,6,5,5,7,4,762.7,5.14,6,3544.8,6.06,6,mh,5,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 6・Flow 5のベクトル配置。,,5,5,5,8,COMPOUND(複合・異種)
ちょっぴり,「ちょっぴ」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音・半濁音,明るい・軽い・小,促音・「り」変化,tɕoppiɾi,tɕoppiɾi,0,3,6,5,5,7,4,1016.4,5.87,6,4848.2,6.59,6,h,6,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 6・Flow 5のベクトル配置。,,5,5,5,8,COMPOUND(複合・異種)
ちょびりちょびり,「ちょびりちょび」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音・濁音,暗い・重い・大,畳語・「り」変化,tɕobiɾitɕobiɾi,tɕobiɾitɕobiɾi,0,3,6,5,5,7,5,1036.0,5.92,6,5130.6,6.69,6,0,4,#F5F5DC,95.9,-4.2,12.0,濁音による質量感・無声破裂音の領域性を反映し、Weight 3・Time 6・Flow 5のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ちょぼちょぼ,「ちょぼ」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音・濁音,暗い・重い・大,畳語,tɕobotɕobo,tɕobotɕobo,0,4,5,3,6,7,6,782.5,5.21,5,3947.1,6.24,7,mc,3,#708090,52.8,-2.1,-10.6,濁音による質量感・無声破裂音の領域性を反映し、Weight 4・Time 5・Flow 6のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ちょぼっ,「ちょぼ」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音・濁音,暗い・重い・大,促音,tɕoboʔ,tɕoboʔ,0,4,7,6,7,6,4,811.9,5.30,8,7387.8,7.31,7,0,4,#000000,0.0,0.0,0.0,濁音による質量感・無声破裂音の領域性を反映し、Weight 4・Time 7・Flow 7のベクトル配置。,,3,5,0,0,Q(促音単発)
ちょろっ,「ちょろ」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,tɕoɾoʔ,tɕoɾoʔ,0,3,8,6,6,6,4,847.3,5.41,8,6486.5,7.09,7,0,4,#000000,0.0,0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 8・Flow 6のベクトル配置。,,3,5,0,0,Q(促音単発)
ちょろりっ,「ちょろり」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,tɕoɾoɾiʔ,tɕoɾoɾiʔ,0,3,8,6,6,6,4,1048.1,5.95,8,6743.1,7.15,7,0,4,#F0F8FF,97.2,-1.3,-4.3,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 8・Flow 6のベクトル配置。,,3,5,0,0,Q(促音単発)
ちょん,「ちょ」と響き渡る音、または余韻や弾力を伴う状態。,擬音語・擬態語,テクスチャー,中立,清音,明るい・軽い・小,撥音,tɕoŋ,tɕoŋ,0,4,7,7,6,5,5,890.6,5.54,7,5363.1,6.76,7,0,4,#808080,53.6,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 4・Time 7・Flow 6のベクトル配置。,,3,6,5,0,N(撥音単発)
ちょんちょん,「ちょんちょ」と響き渡る音、または余韻や弾力を伴う状態。,擬音語・擬態語,テクスチャー,中立,清音,明るい・軽い・小,畳語・撥音,tɕontɕoŋ,tɕontɕoŋ,0,3,7,6,5,5,5,984.8,5.79,6,5878.7,6.92,7,0,4,#8B0000,28.1,51.0,41.3,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 7・Flow 5のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ちよちよ,「ちよ」という音や状態が繰り返し連続して生じるさま。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,畳語,tɕijotɕijo,tɕijotɕijo,0,3,5,4,5,6,6,999.4,5.83,4,3299.6,5.94,5,0,4,#FFFACD,97.6,-5.4,22.2,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 5・Flow 5のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ちらちらっ,「ちらちら」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,tɕiɾatɕiɾaʔ,tɕiɾatɕiɾaʔ,0,3,7,6,5,6,2,1250.7,6.40,7,9439.9,7.72,6,0,4,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 7・Flow 5のベクトル配置。,,3,5,0,0,Q(促音単発)
ちらっ,「ちら」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,tɕiɾaʔ,tɕiɾaʔ,0,3,8,6,6,6,3,1020.4,5.88,7,9027.3,7.65,6,0,4,#000000,0.0,0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 8・Flow 6のベクトル配置。,,2,5,0,0,Q(促音単発)
ちらり,「ちら」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,「り」変化,tɕiɾaɾi,tɕiɾaɾi,0,2,6,5,4,8,4,916.8,5.61,5,4536.3,6.48,5,mh,5,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 2・Time 6・Flow 4のベクトル配置。,,4,6,0,0,RI(り単発)
ちらりほらり,「ちらりほら」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,「り」変化,tɕiɾaɾihoɾaɾi,tɕiɾaɾihoɾaɾi,0,2,6,5,3,8,3,933.7,5.66,5,4231.8,6.36,4,mh,5,#F5F5F5,96.5,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 2・Time 6・Flow 3のベクトル配置。,,4,6,0,0,RI(り単発)
ちりちり,「ちりち」と一度だけ鮮やかに、あるいは滑らかに行われる動作・状態。,擬態語,テクスチャー・色・光,快,清音,明るい・軽い・小,畳語・「り」変化,tɕiɾitɕiɾi,tɕiɾitɕiɾi,0,3,6,6,6,5,4,1271.5,6.44,6,5466.8,6.80,6,0,4,#FFFFFF,100.0,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 6・Flow 6のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
ちりっ,「ちり」とする動作や現象が瞬間的・急激に行われる音や様子。,擬音語・擬態語,スピード・テンポ,中立,清音,明るい・軽い・小,促音,tɕiɾiʔ,tɕiɾiʔ,0,4,8,7,8,4,3,1244.0,6.38,8,8999.5,7.64,7,0,4,#000000,0.0,0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 4・Time 8・Flow 8のベクトル配置。,,2,5,0,0,Q(促音単発)
ちりりん,「ちりり」と響き渡る音、または余韻や弾力を伴う状態。,擬音語・擬態語,テクスチャー,中立,清音,明るい・軽い・小,撥音,tɕiɾiɾiŋ,tɕiɾiɾiŋ,0,3,7,8,7,4,3,1429.2,6.73,7,7177.3,7.26,7,mc,3,#C0C0C0,77.7,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 7・Flow 7のベクトル配置。,,3,6,5,0,N(撥音単発)
ちりん,「ちり」と響き渡る音、または余韻や弾力を伴う状態。,擬音語・擬態語,テクスチャー,中立,清音,明るい・軽い・小,撥音,tɕiɾiŋ,tɕiɾiŋ,0,3,7,8,7,4,4,1355.7,6.60,7,6489.0,7.09,7,mc,3,#C0C0C0,77.7,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 7・Flow 7のベクトル配置。,,3,6,5,0,N(撥音単発)
ちりんちりん,「ちりんちり」と響き渡る音、または余韻や弾力を伴う状態。,擬音語・擬態語,テクスチャー,中立,清音,明るい・軽い・小,畳語・撥音,tɕiɾintɕiɾiŋ,tɕiɾintɕiɾiŋ,0,3,6,7,6,4,4,1616.8,7.04,5,7570.6,7.35,7,0,4,#C0C0C0,77.7,-0.0,0.0,無声破裂音の領域性・摩擦音による流体・気体性を反映し、Weight 3・Time 6・Flow 6のベクトル配置。,,4,5,5,1,REDUP(畳語・同一)
