word,pronunciation_romaji,meaning_en,category,domain,polarity,intensity,tone,morphology,ipa_clean,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,rationale,flags,x13_accent,x14_contour,x15_meter,x16_regularity,morph_type
ごしゃごしゃ,goshagosha,Manner or sound of ごしゃごしゃ: 「ごしゃ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡoɕaɡoɕa,5,6,5,4,6,5,531.8,4.23,5,8810.6,7.61,7,0,4,#708090,52.8,-2.1,-10.6,"Reflecting voiced consonants and fricatives for a vector configuration of Weight 5, Time 6, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
ごじゃごじゃ,gojagoja,Manner or sound of ごじゃごじゃ: 「ごじゃ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡodʑaɡodʑa,6,5,5,5,5,6,213.2,1.92,4,6777.1,7.16,7,0,4,#FF0000,53.2,80.1,67.2,"Reflecting voiced consonants for a vector configuration of Weight 6, Time 5, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
ごそ,goso,Manner or sound of ごそ: 「ごそ」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡoso,5,5,4,6,6,3,361.8,3.26,5,3757.3,6.16,6,0,4,#556B2F,42.2,-18.8,30.6,"Reflecting voiced consonants and fricatives for a vector configuration of Weight 5, Time 5, and Flow 6.",,5,5,0,8,COMPOUND(複合・異種)
ごそっ,gosot,Manner or sound of ごそっ: 「ごそ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡosoʔ,5,8,6,7,5,2,529.3,4.22,8,7819.2,7.40,7,0,4,#000000,0.0,0.0,0.0,"Reflecting voiced consonants and fricatives for a vector configuration of Weight 5, Time 8, and Flow 7.",,2,5,0,0,Q(促音単発)
ごそり,gosori,Manner or sound of ごそり: 「ごそ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡosoɾi,4,6,5,5,7,3,531.3,4.23,6,4014.1,6.27,6,0,4,#FFFFFF,100.0,-0.0,0.0,"Reflecting voiced consonants and fricatives for a vector configuration of Weight 4, Time 6, and Flow 5.",,4,6,0,0,RI(り単発)
ごちょごちょ,gochogocho,Manner or sound of ごちょごちょ: 「ごちょ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡotɕoɡotɕo,5,6,4,6,5,5,604.5,4.55,5,4420.4,6.44,7,mc,3,#696969,44.4,-0.0,0.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 5, Time 6, and Flow 6.",,4,5,5,1,REDUP(畳語・同一)
ごちん,gochin,Manner or sound of ごちん: 「ごち」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡotɕiŋ,5,7,7,7,3,4,708.1,4.95,7,5286.7,6.74,8,mc,3,#F5F5F5,96.5,-0.0,0.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 5, Time 7, and Flow 7.",,3,6,5,0,N(撥音単発)
ごっくごっく,gotkugotku,Manner or sound of ごっくごっく: 「ごっく」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡokkuɡokku,6,6,5,6,5,5,291.7,2.71,6,3463.7,6.02,7,0,4,#4169E1,47.8,26.3,-65.3,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 6, Time 6, and Flow 6.",,4,5,5,1,REDUP(畳語・同一)
ごっくり,gotkuri,Manner or sound of ごっくり: 「ごっく」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡokkuɾi,5,5,5,5,6,5,230.4,2.11,6,2076.4,5.15,7,mh,5,#8B4513,37.5,26.4,41.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 5, Time 5, and Flow 5.",,5,5,5,8,COMPOUND(複合・異種)
ごっくん,gotkun,Manner or sound of ごっくん: 「ごっく」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡokkuŋ,6,7,7,6,4,5,302.4,2.80,7,4249.3,6.37,7,0,4,#000080,13.0,47.5,-64.7,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 6, Time 7, and Flow 6.",,3,6,5,0,N(撥音単発)
ごってり,gotteri,Manner or sound of ごってり: 「ごって」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡotteɾi,5,5,5,5,6,5,260.5,2.42,6,2273.8,5.31,7,0,4,#8B4513,37.5,26.4,41.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 5, Time 5, and Flow 5.",,5,5,5,8,COMPOUND(複合・異種)
ごっとり,gottori,Manner or sound of ごっとり: 「ごっと」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡottoɾi,5,5,5,4,6,5,246.5,2.28,6,2681.3,5.59,7,mh,5,#D8BFD8,80.1,13.2,-9.2,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 5, Time 5, and Flow 4.",,5,5,5,8,COMPOUND(複合・異種)
ごっとりごっとり,gottorigottori,Manner or sound of ごっとりごっとり: 「ごっとりごっと」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡottoɾiɡottoɾi,5,5,5,5,5,4,364.3,3.27,6,4415.0,6.43,7,0,4,#556B2F,42.2,-18.8,30.6,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 5, Time 5, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
ごっとん,gotton,Manner or sound of ごっとん: 「ごっと」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡottoŋ,6,7,7,6,4,5,308.8,2.85,7,4791.9,6.57,8,mc,3,#000000,0.0,0.0,0.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 6, Time 7, and Flow 6.",,3,6,5,0,N(撥音単発)
ごっとんごっとん,gottongotton,Manner or sound of ごっとんごっとん: 「ごっとんごっと」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡottoŋɡottoŋ,6,6,6,5,4,5,212.6,1.91,6,4476.4,6.46,8,0,4,#8B0000,28.1,51.0,41.3,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 6, Time 6, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
ごっぽり,gotpori,Manner or sound of ごっぽり: 「ごっぽ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡoppoɾi,5,5,5,4,7,5,256.6,2.39,5,2241.3,5.28,7,mh,5,#FFD700,86.9,-1.9,87.1,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 5, Time 5, and Flow 4.",,5,5,5,8,COMPOUND(複合・異種)
ごつっ,gotsut,Manner or sound of ごつっ: 「ごつ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡotsuʔ,6,8,7,7,4,3,439.4,3.75,8,7826.0,7.41,8,0,4,#000000,0.0,0.0,0.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 6, Time 8, and Flow 7.",,2,5,0,0,Q(促音単発)
ごとり,gotori,Manner or sound of ごとり: 「ごと」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡotoɾi,4,5,6,5,6,4,358.3,3.23,6,3320.6,5.95,6,mh,5,#FFFFFF,100.0,-0.0,0.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 4, Time 5, and Flow 5.",,4,6,0,0,RI(り単発)
ごとりごとり,gotorigotori,Manner or sound of ごとりごとり: 「ごとりごと」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡotoɾiɡotoɾi,5,5,5,5,5,4,359.7,3.24,5,3592.3,6.08,7,0,4,#2F4F4F,31.3,-11.7,-3.7,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 5, Time 5, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
ごとんごとん,gotongoton,Manner or sound of ごとんごとん: 「ごとんごと」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡotoŋɡotoŋ,6,6,6,5,4,5,216.4,1.95,5,3588.4,6.08,7,0,4,#000000,0.0,0.0,0.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 6, Time 6, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
ごほごほ,gohogoho,Manner or sound of ごほごほ: 「ごほ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡohoɡoho,5,5,4,5,6,5,322.7,2.97,4,2568.9,5.51,6,0,4,#A52A2A,37.5,49.7,30.5,"Reflecting voiced consonants and fricatives for a vector configuration of Weight 5, Time 5, and Flow 5.",,4,5,5,1,REDUP(畳語・同一)
ごほん,gohon,Manner or sound of ごほん: 「ごほ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡohoŋ,5,6,7,6,5,5,398.8,3.50,6,3728.4,6.15,7,0,4,#A52A2A,37.5,49.7,30.5,"Reflecting voiced consonants and fricatives for a vector configuration of Weight 5, Time 6, and Flow 6.",,3,6,5,0,N(撥音単発)
ごぼり,gobori,Manner or sound of ごぼり: 「ごぼ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡoboɾi,5,6,5,5,7,4,324.2,2.98,6,3986.0,6.26,6,0,4,#FFFFFF,100.0,-0.0,0.0,"Reflecting voiced consonants and flap consonant /ɾ/ for a vector configuration of Weight 5, Time 6, and Flow 5.",,4,6,0,0,RI(り単発)
ごぼりこぼり,goborikobori,Manner or sound of ごぼりこぼり: 「ごぼりこぼ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡoboɾikoboɾi,5,6,5,5,6,4,429.6,3.69,6,4583.5,6.50,7,0,4,#8B4513,37.5,26.4,41.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 5, Time 6, and Flow 5.",,4,6,0,0,RI(り単発)
ごぽごぼ,gopogobo,Manner or sound of ごぽごぼ: 「ごぽごぼ」という感覚・音・ condition/stateを表す expression.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡopoɡobo,7,4,4,6,6,5,100.0,0.00,5,2486.4,5.46,7,0,4,#DAA520,70.8,8.5,68.8,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 7, Time 4, and Flow 6.",,5,5,0,8,COMPOUND(複合・異種)
ごぽごぽ,gopogopo,Manner or sound of ごぽごぽ: 「ごぽ」という音や condition/stateが繰り返し連続して生じる manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡopoɡopo,5,5,4,4,6,5,210.0,1.88,4,2975.2,5.76,7,0,4,#8B4513,37.5,26.4,41.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 5, Time 5, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
ごぽっ,gopot,Manner or sound of ごぽっ: 「ごぽ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡopoʔ,5,7,6,6,6,4,406.5,3.55,8,7234.6,7.27,8,0,4,#000000,0.0,0.0,0.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 5, Time 7, and Flow 6.",,2,5,0,0,Q(促音単発)
ごぽん,gopon,Manner or sound of ごぽん: 「ごぽ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡopoŋ,5,7,7,5,5,5,336.4,3.07,6,4327.7,6.40,7,0,4,#808080,53.6,-0.0,0.0,"Reflecting voiced consonants and unvoiced plosives for a vector configuration of Weight 5, Time 7, and Flow 5.",,3,6,5,0,N(撥音単発)
ごろっ,gorot,Manner or sound of ごろっ: 「ごろ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡoɾoʔ,5,7,6,6,6,4,400.1,3.51,7,6621.0,7.12,8,0,4,#000000,0.0,0.0,0.0,"Reflecting voiced consonants and flap consonant /ɾ/ for a vector configuration of Weight 5, Time 7, and Flow 6.",,2,5,0,0,Q(促音単発)
ごろり,gorori,Manner or sound of ごろり: 「ごろ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡoɾoɾi,4,6,5,4,7,4,374.8,3.34,5,3048.8,5.80,6,0,4,#FFFFFF,100.0,-0.0,0.0,"Reflecting voiced consonants and flap consonant /ɾ/ for a vector configuration of Weight 4, Time 6, and Flow 4.",,4,6,0,0,RI(り単発)
ごろりごろり,gororigorori,Manner or sound of ごろりごろり: 「ごろりごろ」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡoɾoɾiɡoɾoɾi,4,5,4,4,7,4,397.2,3.49,4,3236.3,5.91,7,0,4,#8B4513,37.5,26.4,41.0,"Reflecting voiced consonants and flap consonant /ɾ/ for a vector configuration of Weight 4, Time 5, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
ごろりん,gororin,Manner or sound of ごろりん: 「ごろり」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡoɾoɾiŋ,5,6,6,5,5,4,687.2,4.88,6,4504.8,6.47,7,mc,3,#C0C0C0,77.7,-0.0,0.0,"Reflecting voiced consonants and nasal resonance for a vector configuration of Weight 5, Time 6, and Flow 5.",,3,6,5,0,N(撥音単発)
ごろん,goron,Manner or sound of ごろん: 「ごろ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡoɾoŋ,5,7,6,5,5,5,321.1,2.95,6,3953.6,6.25,7,mc,3,#808080,53.6,-0.0,0.0,"Reflecting voiced consonants and nasal resonance for a vector configuration of Weight 5, Time 7, and Flow 5.",,3,6,5,0,N(撥音単発)
ごろんごろん,gorongoron,Manner or sound of ごろんごろん: 「ごろんごろ」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡoɾoŋɡoɾoŋ,5,6,5,4,6,5,224.5,2.05,4,3268.3,5.92,7,0,4,#8B4513,37.5,26.4,41.0,"Reflecting voiced consonants and nasal resonance for a vector configuration of Weight 5, Time 6, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
ごん,gon,Manner or sound of ごん: 「ご」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡoŋ,5,7,7,6,4,5,380.1,3.38,6,4714.8,6.55,7,0,4,#8B0000,28.1,51.0,41.3,"Reflecting voiced consonants and nasal resonance for a vector configuration of Weight 5, Time 7, and Flow 6.",,3,6,5,0,N(撥音単発)
ごーっ,go-t,Manner or sound of ごーっ: 「ごー」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡoːʔ,5,5,6,6,6,3,682.2,4.86,4,7203.9,7.27,7,0,4,#4682B4,52.5,-4.1,-32.2,"Reflecting voiced consonants and geminate sokuon (sudden onset) for a vector configuration of Weight 5, Time 5, and Flow 6.",,2,6,5,0,LONG(長音ー)
ごーん,go-n,Manner or sound of ごーん: 「ごー」と響き渡る音、 or 余韻や弾力を伴う condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,ɡoːŋ,5,4,6,4,5,4,669.2,4.81,2,6110.8,6.99,6,0,4,#4682B4,52.5,-4.1,-32.2,"Reflecting voiced consonants and nasal resonance for a vector configuration of Weight 5, Time 4, and Flow 4.",,3,7,5,0,LONG(長音ー)
さくっ,sakut,Manner or sound of さくっ: 「さく」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,sakuʔ,4,8,7,6,6,3,630.5,4.66,8,8130.2,7.47,6,0,4,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 4, Time 8, and Flow 6.",,2,5,0,0,Q(促音単発)
さくりさくり,sakurisakuri,Manner or sound of さくりさくり: 「さくりさく」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,sakuɾisakuɾi,3,5,5,4,7,3,668.3,4.81,5,4220.3,6.36,5,0,4,#F5DEB3,89.4,1.5,24.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 3, Time 5, and Flow 4.",,4,5,5,1,REDUP(畳語・同一)
ささっ,sasat,Manner or sound of ささっ: 「ささ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,sasaʔ,3,8,6,5,6,2,702.0,4.93,8,9001.3,7.64,6,0,4,#000000,0.0,0.0,0.0,"Reflecting fricatives and geminate sokuon (sudden onset) for a vector configuration of Weight 3, Time 8, and Flow 5.",,2,5,0,0,Q(促音単発)
さっ,sat,Manner or sound of さっ: 「さ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,saʔ,4,8,7,6,6,3,652.0,4.75,8,8873.7,7.62,6,0,4,#000000,0.0,0.0,0.0,"Reflecting fricatives and geminate sokuon (sudden onset) for a vector configuration of Weight 4, Time 8, and Flow 6.",,2,5,0,0,Q(促音単発)
さっくり,satkuri,Manner or sound of さっくり: 「さっく」と一度だけ鮮やかに、あるいは滑らかに行われる action・ condition/state。,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,sakkuɾi,3,5,5,4,7,4,442.2,3.76,6,2892.7,5.72,5,mh,5,#000000,0.0,0.0,0.0,"Reflecting unvoiced plosives and fricatives for a vector configuration of Weight 3, Time 5, and Flow 4.",,5,5,5,8,COMPOUND(複合・異種)
さっさっ,satsat,Manner or sound of さっさっ: 「さっさ」とする actionや phenomenonが瞬間的・急激に行われる音や state/manner.,Psychomime (State/Manner),Dynamics,Neutral,Unvoiced (Light),Neutral,Reduplication,sassaʔ,4,7,6,4,7,3,590.7,4.50,6,6756.3,7.16,5,0,4,#FF4500,57.6,67.8,69.0,"Reflecting fricatives and geminate sokuon (sudden onset) for a vector configuration of Weight 4, Time 7, and Flow 4.",,3,5,5,1,REDUP(畳語・同一)
