word,pronunciation_romaji,cat_bit,dom_bit,pol_code,int_bit,tone_code,morph_bit,ipa_clean,x1,x2,x3,x4,x5,x6,x7_hz,x7_norm,x8,x9_re,x9_norm,x10,x11,x11_ord,x12,L,a,b,x13_accent,x14_contour,x15_meter,x16_regularity,morph_type
じゅぽっ,jupot,4,2,0,1,0,1,dʑupoʔ,5,7,7,7,6,5,435.5,3.72,7,7678.5,7.37,8,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
じゅるっ,jurut,4,2,0,1,0,1,dʑuɾuʔ,5,7,7,7,6,5,470.2,3.92,7,7609.9,7.36,8,0,4,#FFFFFF,100.0,-0.0,0.0,2,5,0,0,Q(促音単発)
じゅわじゅわ,juwajuwa,4,2,0,1,0,1,dʑuwadʑuwa,5,4,4,4,7,6,295.4,2.74,3,5502.2,6.81,7,mh,5,#800000,25.5,48.0,38.1,4,5,5,1,REDUP(畳語・同一)
じゅわっ,juwat,4,2,0,1,0,1,dʑuwaʔ,5,7,7,6,6,5,450.6,3.81,7,8923.6,7.63,8,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
じゅわーっ,juwa-t,4,2,0,1,0,1,dʑuwaːʔ,5,4,6,6,7,5,670.0,4.81,4,8103.8,7.47,7,mh,5,#FF4500,57.6,67.8,69.0,2,6,5,0,LONG(長音ー)
じゅーっ,ju-t,4,2,0,1,0,1,dʑuːʔ,5,4,6,6,6,5,755.8,5.12,4,7451.5,7.32,7,mh,5,#FF4500,57.6,67.8,69.0,2,6,5,0,LONG(長音ー)
じょりじょり,jorijori,4,2,0,1,0,1,dʑoɾidʑoɾi,4,5,5,5,6,5,416.9,3.61,5,4068.3,6.29,7,0,4,#708090,52.8,-2.1,-10.6,4,5,5,1,REDUP(畳語・同一)
じょりっ,jorit,4,2,0,1,0,1,dʑoɾiʔ,5,7,7,7,5,4,659.3,4.77,7,7752.2,7.39,8,0,4,#000000,0.0,0.0,0.0,3,5,0,0,Q(促音単発)
じりじりっ,jirijirit,4,2,0,1,0,1,dʑiɾidʑiɾiʔ,5,6,7,8,4,4,637.3,4.69,7,8058.6,7.46,8,mh,5,#000000,0.0,0.0,0.0,3,5,0,0,Q(促音単発)
じりっ,jirit,4,2,0,1,0,1,dʑiɾiʔ,5,7,7,8,4,4,685.6,4.87,7,8367.1,7.52,8,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
じろり,jirori,4,2,0,1,0,1,dʑiɾoɾi,4,5,6,5,7,5,387.1,3.43,5,2792.8,5.66,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
じろりじろり,jirorijirori,4,2,0,1,0,1,dʑiɾoɾidʑiɾoɾi,4,4,5,5,7,5,418.5,3.62,4,2593.9,5.53,6,0,4,#000000,0.0,0.0,0.0,4,5,5,1,REDUP(畳語・同一)
じろりっ,jirorit,4,2,0,1,0,1,dʑiɾoɾiʔ,5,7,7,7,5,4,660.9,4.78,7,6681.8,7.14,7,0,4,#000000,0.0,0.0,0.0,3,5,0,0,Q(促音単発)
じろーっ,jiro-t,4,2,0,1,0,1,dʑiɾoːʔ,5,4,6,6,6,4,658.2,4.77,4,5976.2,6.95,7,0,4,#000000,0.0,0.0,0.0,2,6,5,0,LONG(長音ー)
じわじわっ,jiwajiwat,4,2,0,1,0,1,dʑiwadʑiwaʔ,5,6,6,7,6,5,296.1,2.75,6,6742.5,7.15,8,mh,5,#800000,25.5,48.0,38.1,3,5,0,0,Q(促音単発)
じわっ,jiwat,4,2,0,1,0,1,dʑiwaʔ,5,6,6,7,6,4,388.5,3.44,7,8005.3,7.44,8,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
じわーっ,jiwa-t,4,2,0,1,0,1,dʑiwaːʔ,5,4,6,6,6,4,613.2,4.59,4,7269.2,7.28,7,mh,5,#800000,25.5,48.0,38.1,3,6,5,0,LONG(長音ー)
じん,jin,4,2,0,1,0,1,dʑiŋ,5,6,7,7,4,5,474.0,3.94,6,5000.8,6.65,7,0,4,#FF0000,53.2,80.1,67.2,3,6,5,0,N(撥音単発)
じんわり,jinwari,4,2,0,1,0,1,dʑiŋwaɾi,4,4,5,4,7,5,260.2,2.42,4,3345.7,5.96,6,mh,5,#FFFACD,97.6,-5.4,22.2,5,5,5,8,COMPOUND(複合・異種)
じー,ji-,4,2,0,1,0,1,dʑiː,4,2,5,6,6,4,943.7,5.68,1,6640.1,7.13,6,0,4,#FFFF00,97.1,-21.6,94.5,2,7,5,0,LONG(長音ー)
じーっ,ji-t,4,2,0,1,0,1,dʑiːʔ,4,4,6,7,6,4,818.8,5.32,4,7714.3,7.38,7,0,4,#F0FFFF,98.9,-4.9,-1.7,2,6,5,0,LONG(長音ー)
じーん,ji-n,4,2,0,1,0,1,dʑiːŋ,5,3,7,6,5,5,814.0,5.31,2,6850.4,7.18,6,0,4,#556B2F,42.2,-18.8,30.6,3,7,5,0,LONG(長音ー)
すい,sui,4,2,0,1,0,1,sui,3,5,5,4,7,4,495.1,4.05,5,4209.5,6.35,5,mh,5,#E0FFFF,97.9,-9.9,-3.4,5,5,0,8,COMPOUND(複合・異種)
すいずい,suizui,4,2,0,1,0,1,suizui,4,5,5,5,6,4,425.4,3.67,5,4426.5,6.44,6,mh,5,#E0FFFF,97.9,-9.9,-3.4,5,5,0,8,COMPOUND(複合・異種)
すいーっ,sui-t,4,2,0,1,0,1,suiːʔ,3,5,6,5,7,3,953.0,5.71,5,7661.2,7.37,5,mh,5,#F0FFFF,98.9,-4.9,-1.7,2,6,5,0,LONG(長音ー)
すがすが,sugasuga,4,2,0,1,0,1,suɡasuɡa,4,5,5,4,6,3,443.5,3.77,5,4448.0,6.45,5,0,4,#B22222,39.1,55.9,37.6,4,5,5,1,REDUP(畳語・同一)
すきっ,sukit,4,2,0,1,0,1,sukiʔ,3,8,7,6,6,2,860.7,5.45,8,9256.0,7.69,6,mh,5,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
すけすけ,sukesuke,4,2,0,1,0,1,sukesuke,2,5,5,3,7,3,712.8,4.97,4,5639.0,6.85,4,mh,5,#FF4500,57.6,67.8,69.0,4,5,5,1,REDUP(畳語・同一)
すこん,sukon,4,2,0,1,0,1,sukoŋ,3,7,7,5,5,4,545.8,4.30,6,5023.5,6.65,6,0,4,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
すこーん,suko-n,4,2,0,1,0,1,sukoːŋ,3,4,7,3,6,3,851.7,5.42,2,6136.5,6.99,5,0,4,#FF0000,53.2,80.1,67.2,3,7,5,0,LONG(長音ー)
すごすご,sugosugo,4,2,0,1,0,1,suɡosuɡo,4,5,4,4,6,4,371.5,3.32,4,4519.3,6.47,6,0,4,#8B4513,37.5,26.4,41.0,4,5,5,1,REDUP(畳語・同一)
すっ,sut,4,2,0,1,0,1,suʔ,4,8,7,6,6,3,601.0,4.54,8,8402.3,7.53,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
すっくら,sutkura,4,2,0,1,0,1,sukkuɾa,3,5,5,3,8,3,436.9,3.73,6,3596.5,6.09,5,mh,5,#FFFFFF,100.0,-0.0,0.0,5,5,0,8,COMPOUND(複合・異種)
すっしり,sutshiri,4,2,0,1,0,1,suɕɕiɾi,4,5,6,4,7,4,580.8,4.45,6,3846.8,6.20,6,mh,5,#2F4F4F,31.3,-11.7,-3.7,5,5,5,8,COMPOUND(複合・異種)
すっすっ,sutsut,4,2,0,1,0,1,sussuʔ,3,6,5,5,7,3,568.2,4.40,6,6127.0,6.99,6,0,4,#000000,0.0,0.0,0.0,4,5,5,1,REDUP(畳語・同一)
すってん,sutten,4,2,0,1,0,1,sutteŋ,4,7,7,5,6,4,501.5,4.08,6,3709.3,6.14,6,mc,3,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
すってんころりん,suttenkororin,4,2,0,1,0,1,sutteŋkoɾoɾiŋ,3,6,6,4,7,4,551.0,4.32,6,2411.7,5.41,6,mc,3,#FFFFFF,100.0,-0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
すってんど,suttendo,4,2,0,1,0,1,suttendo,4,5,5,4,7,4,292.0,2.71,6,4186.9,6.34,6,0,4,#FFFFFF,100.0,-0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
すっぱすっぱ,sutpasutpa,4,2,0,1,0,1,suppasuppa,3,6,5,3,8,3,718.4,4.99,5,7029.1,7.22,5,0,4,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
すっぺらぽー,sutperapo-,4,2,0,1,0,1,suppeɾapoː,2,3,5,2,9,4,877.0,5.50,2,6433.8,7.07,5,mh,5,#FFD700,86.9,-1.9,87.1,2,7,5,0,LONG(長音ー)
すっぽり,sutpori,4,2,0,1,0,1,suppoɾi,3,5,5,3,8,5,388.9,3.44,5,2675.7,5.58,6,mh,5,#FFFFFF,100.0,-0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
すつく,sutsuku,4,2,0,1,0,1,sutsuku,3,5,5,5,7,5,402.3,3.52,5,2316.6,5.34,6,mh,5,#4B0082,20.5,51.7,-53.3,5,5,0,8,COMPOUND(複合・異種)
すば,suba,4,2,0,1,0,1,suba,4,5,5,3,7,5,351.6,3.18,5,4817.6,6.58,6,mh,5,#FFFFFF,100.0,-0.0,0.0,5,5,0,8,COMPOUND(複合・異種)
すぱすば,supasuba,4,2,0,1,0,1,supasuba,3,6,5,3,7,4,585.7,4.47,6,6395.0,7.06,5,mh,5,#FFFFFF,100.0,-0.0,0.0,5,5,0,8,COMPOUND(複合・異種)
すぱっ,supat,4,2,0,1,0,1,supaʔ,3,8,7,6,6,3,749.2,5.10,8,9404.7,7.72,7,mh,5,#FFFFFF,100.0,-0.0,0.0,2,5,0,0,Q(促音単発)
すぽすば,suposuba,4,2,0,1,0,1,suposuba,3,5,5,3,8,5,367.1,3.29,5,5324.9,6.75,5,mh,5,#FFFFFF,100.0,-0.0,0.0,5,5,0,8,COMPOUND(複合・異種)
すぽっすぽっ,supotsupot,4,2,0,1,0,1,supossupoʔ,3,6,5,5,8,4,478.0,3.96,6,5610.9,6.84,6,0,4,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
すぽり,supori,4,2,0,1,0,1,supoɾi,2,6,6,4,8,4,512.2,4.14,5,3993.3,6.26,5,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
すぽん,supon,4,2,0,1,0,1,supoŋ,3,6,7,4,6,5,496.6,4.06,6,5041.1,6.66,6,0,4,#FFDAB9,89.4,8.1,21.0,3,6,5,0,N(撥音単発)
すらっ,surat,4,2,0,1,0,1,suɾaʔ,3,7,6,4,7,3,586.6,4.48,7,7859.3,7.41,6,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
すらりすらり,surarisurari,4,2,0,1,0,1,suɾaɾisuɾaɾi,2,5,4,2,9,3,583.5,4.47,4,3454.1,6.02,4,0,4,#F0FFFF,98.9,-4.9,-1.7,4,5,5,1,REDUP(畳語・同一)
するするするっ,surusurusurut,4,2,0,1,0,1,suɾusuɾusuɾuʔ,3,6,5,4,7,4,548.9,4.31,6,5665.6,6.86,6,0,4,#FFFFFF,100.0,-0.0,0.0,3,5,0,0,Q(促音単発)
するするっ,surusurut,4,2,0,1,0,1,suɾusuɾuʔ,3,7,6,5,7,3,551.6,4.32,6,6296.2,7.04,6,0,4,#FFFFFF,100.0,-0.0,0.0,3,5,0,0,Q(促音単発)
するっ,surut,4,2,0,1,0,1,suɾuʔ,3,7,6,6,7,3,561.6,4.37,7,7291.2,7.29,6,0,4,#FFFFFF,100.0,-0.0,0.0,3,5,0,0,Q(促音単発)
するり,sururi,4,2,0,1,0,1,suɾuɾi,2,5,6,3,8,4,484.2,3.99,5,3200.7,5.89,5,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
すんすん,sunsun,4,2,0,1,0,1,suŋsuŋ,4,6,6,4,6,4,467.4,3.90,4,6398.8,7.06,6,0,4,#2F4F4F,31.3,-11.7,-3.7,4,5,5,1,REDUP(畳語・同一)
すトン,suトン,4,2,0,1,0,1,suトŋ,3,5,5,4,7,4,434.3,3.72,5,3726.6,6.15,6,mh,5,#FFFFFF,100.0,-0.0,0.0,5,5,0,8,COMPOUND(複合・異種)
すトンすとん,suトンsuton,4,2,0,1,0,1,suトŋsutoŋ,3,5,6,4,6,5,323.4,2.97,5,2959.0,5.75,6,0,4,#696969,44.4,-0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
すーすー,su-su-,4,2,0,1,0,1,suːsuː,3,3,4,3,7,4,711.7,4.97,2,4701.1,6.54,5,mh,5,#9F7C63,54.7,10.0,18.9,4,5,5,1,REDUP(畳語・同一)
すーっ,su-t,4,2,0,1,0,1,suːʔ,3,5,6,5,7,3,875.8,5.49,4,7404.1,7.31,6,mh,5,#F0FFFF,98.9,-4.9,-1.7,2,6,5,0,LONG(長音ー)
すーはー,su-ha-,4,2,0,1,0,1,suːhaː,3,3,5,3,8,4,1050.8,5.95,1,6518.7,7.10,5,mh,5,#FFD700,86.9,-1.9,87.1,2,7,5,0,LONG(長音ー)
ずきっ,zukit,4,2,0,1,0,1,zukiʔ,5,8,7,7,5,3,704.9,4.94,8,8999.0,7.64,8,mh,5,#FF0000,53.2,80.1,67.2,2,5,0,0,Q(促音単発)
ずきん,zukin,4,2,0,1,0,1,zukiŋ,5,6,8,6,4,4,670.6,4.82,6,6371.8,7.06,7,0,4,#FF0000,53.2,80.1,67.2,3,6,5,0,N(撥音単発)
ずきんずきん,zukinzukin,4,2,0,1,0,1,zukiŋzukiŋ,5,6,7,5,4,4,657.0,4.77,4,6824.8,7.17,7,mh,5,#FF0000,53.2,80.1,67.2,4,5,5,1,REDUP(畳語・同一)
ずしずし,zushizushi,4,2,0,1,0,1,zuɕizuɕi,5,5,5,6,5,5,515.0,4.15,4,5454.6,6.79,7,0,4,#000000,0.0,0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ずしり,zushiri,4,2,0,1,0,1,zuɕiɾi,4,6,6,5,6,4,546.4,4.30,5,4623.5,6.51,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ずしん,zushin,4,2,0,1,0,1,zuɕiŋ,5,6,7,6,4,5,545.6,4.30,6,5385.2,6.77,7,mc,3,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
ずしんずしん,zushinzushin,4,2,0,1,0,1,zuɕiŋzuɕiŋ,5,5,6,6,4,5,478.9,3.96,4,5454.7,6.79,7,mc,3,#000000,0.0,0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ずずーん,zuzu-n,4,2,0,1,0,1,zuzuːŋ,5,3,6,5,5,5,623.9,4.63,2,5908.3,6.93,7,0,4,#000000,0.0,0.0,0.0,3,7,5,0,LONG(長音ー)
ずだずだ,zudazuda,4,2,0,1,0,1,zudazuda,6,4,4,5,6,6,226.1,2.07,3,4035.8,6.28,7,0,4,#808080,53.6,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
ずっぷり,zutpuri,4,2,0,1,0,1,zuppuɾi,5,4,5,5,7,6,256.8,2.39,5,2398.3,5.40,7,mh,5,#4B3621,24.5,6.4,16.8,5,5,5,8,COMPOUND(複合・異種)
ずでん,zuden,4,2,0,1,0,1,zudeŋ,6,6,7,6,4,5,350.9,3.18,6,4301.9,6.39,7,mc,3,#000000,0.0,0.0,0.0,3,6,5,0,N(撥音単発)
ずでんど,zudendo,4,2,0,1,0,1,zudendo,7,4,5,6,5,6,100.0,0.00,5,4869.8,6.60,8,0,4,#BDB76B,73.4,-8.8,39.3,5,5,5,8,COMPOUND(複合・異種)
ずどん,zudon,4,2,0,1,0,1,zudoŋ,6,6,7,6,4,5,286.5,2.66,6,6093.8,6.98,8,0,4,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
ずどーん,zudo-n,4,2,0,1,0,1,zudoːŋ,5,4,6,5,5,5,621.2,4.62,2,6980.4,7.21,6,0,4,#956D6A,49.9,15.5,7.9,3,7,5,0,LONG(長音ー)
ずばっ,zubat,4,2,0,1,0,1,zubaʔ,6,8,7,6,5,4,440.7,3.75,8,9302.8,7.70,8,mh,5,#FF0000,53.2,80.1,67.2,2,5,0,0,Q(促音単発)
ずばり,zubari,4,2,0,1,0,1,zubaɾi,4,6,6,4,7,5,394.1,3.47,6,5106.4,6.68,7,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ずぶずぶ,zubuzubu,4,2,0,1,0,1,zubuzubu,6,4,4,5,6,7,149.4,1.02,4,5371.8,6.77,8,mc,3,#FF0000,53.2,80.1,67.2,4,5,5,1,REDUP(畳語・同一)
ずぶり,zuburi,4,2,0,1,0,1,zubuɾi,4,6,6,5,7,5,307.4,2.84,5,4487.5,6.46,7,0,4,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ずぼずぼ,zubozubo,4,2,0,1,0,1,zubozubo,6,4,4,5,5,6,142.9,0.90,4,4159.7,6.33,7,mc,3,#FF0000,53.2,80.1,67.2,4,5,5,1,REDUP(畳語・同一)
ずぼっ,zubot,4,2,0,1,0,1,zuboʔ,5,7,7,7,5,4,395.8,3.48,7,7901.3,7.42,8,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ずぼり,zubori,4,2,0,1,0,1,zuboɾi,4,5,6,5,7,4,353.0,3.19,5,4242.6,6.37,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ずぼん,zubon,4,2,0,1,0,1,zuboŋ,6,6,7,6,5,5,302.8,2.80,6,5583.6,6.83,7,mc,3,#808080,53.6,-0.0,0.0,3,6,5,0,N(撥音単発)
ずらずら,zurazura,4,2,0,1,0,1,zuɾazuɾa,5,4,3,3,7,4,282.1,2.63,3,4159.4,6.33,5,0,4,#556B2F,42.2,-18.8,30.6,4,5,5,1,REDUP(畳語・同一)
ずらり,zurari,4,2,0,1,0,1,zuɾaɾi,3,5,5,4,8,4,398.6,3.50,5,3395.5,5.99,5,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ずるずるべったり,zuruzurubettari,4,2,0,1,0,1,zuɾuzuɾubettaɾi,5,4,4,5,6,6,177.4,1.45,5,2276.4,5.31,7,0,4,#556B2F,42.2,-18.8,30.6,5,5,5,8,COMPOUND(複合・異種)
ずるっ,zurut,4,2,0,1,0,1,zuɾuʔ,5,7,6,7,6,4,442.6,3.77,7,7180.6,7.26,8,0,4,#556B2F,42.2,-18.8,30.6,3,5,0,0,Q(促音単発)
ずるり,zururi,4,2,0,1,0,1,zuɾuɾi,4,5,5,5,7,5,378.5,3.37,5,3180.1,5.88,6,0,4,#556B2F,42.2,-18.8,30.6,4,6,0,0,RI(り単発)
ずるりずるり,zururizururi,4,2,0,1,0,1,zuɾuɾizuɾuɾi,4,4,5,5,7,5,381.4,3.39,4,3202.0,5.89,6,0,4,#556B2F,42.2,-18.8,30.6,4,5,5,1,REDUP(畳語・同一)
ずん,zun,4,2,0,1,0,1,zuŋ,5,6,7,6,4,5,377.9,3.37,6,5015.2,6.65,7,0,4,#000000,0.0,0.0,0.0,3,6,5,0,N(撥音単発)
ずんぐりむっくり,zungurimutkuri,4,2,0,1,0,1,zuŋɡuɾimukkuɾi,5,5,6,5,6,5,196.6,1.71,6,1908.6,5.01,7,mh,5,#4B3621,24.5,6.4,16.8,5,5,5,8,COMPOUND(複合・異種)
ずーずー,zu-zu-,4,2,0,1,0,1,zuːzuː,5,3,5,4,6,5,503.1,4.09,1,4624.8,6.51,6,0,4,#8B0000,28.1,51.0,41.3,4,5,5,1,REDUP(畳語・同一)
ずーっ,zu-t,4,2,0,1,0,1,zuːʔ,5,4,6,6,6,4,780.2,5.20,4,7397.3,7.31,7,0,4,#F0FFFF,98.9,-4.9,-1.7,2,7,5,0,LONG(長音ー)
せっせ,setse,4,2,0,1,0,1,sesse,4,6,6,6,6,4,600.5,4.54,6,5496.3,6.81,6,0,4,#DAA520,70.8,8.5,68.8,5,5,0,8,COMPOUND(複合・異種)
せーせー,se-se-,4,2,0,1,0,1,seːseː,4,4,4,5,7,4,713.6,4.97,2,4803.8,6.58,5,0,4,#FF8C00,69.5,36.8,75.5,4,5,5,1,REDUP(畳語・同一)
ぜーぜー,ze-ze-,4,2,0,1,0,1,zeːzeː,5,3,4,4,6,5,485.6,4.00,2,5083.5,6.67,6,0,4,#97744C,51.4,8.5,27.3,4,5,5,1,REDUP(畳語・同一)
そっ,sot,4,2,0,1,0,1,soʔ,4,8,7,7,6,3,649.3,4.74,8,7631.8,7.36,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
そよ,soyo,4,2,0,1,0,1,sojo,3,4,4,4,7,5,412.0,3.58,4,1884.9,4.99,5,0,4,#F0FFF0,98.6,-7.6,5.5,5,5,0,8,COMPOUND(複合・異種)
そより,soyori,4,2,0,1,0,1,sojoɾi,2,5,5,4,8,4,518.4,4.17,5,2883.9,5.71,5,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
そよりそより,soyorisoyori,4,2,0,1,0,1,sojoɾisojoɾi,2,4,4,4,8,4,612.6,4.59,4,2721.7,5.61,5,0,4,#F0FFF0,98.6,-7.6,5.5,4,5,5,1,REDUP(畳語・同一)
そろっ,sorot,4,2,0,1,0,1,soɾoʔ,4,7,6,6,7,3,577.6,4.44,7,6242.4,7.02,6,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
そろりそろり,sororisorori,4,2,0,1,0,1,soɾoɾisoɾoɾi,2,5,4,4,8,4,648.9,4.73,4,2448.2,5.43,5,0,4,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
そろーり,soro-ri,4,2,0,1,0,1,soɾoːɾi,2,5,5,4,8,4,563.1,4.37,5,2687.2,5.59,5,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ぞくぞくっ,zokuzokut,4,2,0,1,0,1,zokuzokuʔ,5,7,6,8,5,3,377.7,3.36,7,8363.2,7.52,7,mc,3,#000000,0.0,0.0,0.0,3,5,0,0,Q(促音単発)
ぞくっ,zokut,4,2,0,1,0,1,zokuʔ,5,8,7,7,5,3,428.7,3.68,8,8554.2,7.56,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
ぞろり,zorori,4,2,0,1,0,1,zoɾoɾi,3,5,5,4,8,4,422.8,3.65,5,3817.5,6.19,6,0,4,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ぞわり,zowari,4,2,0,1,0,1,zowaɾi,3,6,5,4,7,4,393.8,3.47,5,5274.7,6.74,6,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
ぞーっ,zo-t,4,2,0,1,0,1,zoːʔ,4,4,6,6,6,3,731.6,5.04,5,7759.9,7.39,6,0,4,#F0FFFF,98.9,-4.9,-1.7,2,6,5,0,LONG(長音ー)
たたっ,tatat,4,2,0,1,0,1,tataʔ,5,8,6,6,5,4,485.8,4.00,8,8357.3,7.52,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
たたーっ,tata-t,4,2,0,1,0,1,tataːʔ,4,5,6,6,6,4,781.7,5.21,5,7218.2,7.27,6,0,4,#FF0000,53.2,80.1,67.2,2,6,5,0,LONG(長音ー)
たったっ,tattat,4,2,0,1,0,1,tattaʔ,5,7,5,6,5,5,372.0,3.33,7,6579.9,7.11,7,0,4,#000000,0.0,0.0,0.0,4,5,5,1,REDUP(畳語・同一)
たぷたぷ,taputapu,4,2,0,1,0,1,taputapu,4,5,4,5,7,6,366.2,3.29,5,3449.1,6.01,6,0,4,#FFD700,86.9,-1.9,87.1,4,5,5,1,REDUP(畳語・同一)
たぽたぽ,tapotapo,4,2,0,1,0,1,tapotapo,4,5,4,4,7,6,391.4,3.45,5,2864.8,5.70,6,0,4,#4169E1,47.8,26.3,-65.3,4,5,5,1,REDUP(畳語・同一)
たらっ,tarat,4,2,0,1,0,1,taɾaʔ,4,7,6,5,7,3,536.5,4.25,7,7543.8,7.34,7,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
たらり,tarari,4,2,0,1,0,1,taɾaɾi,3,6,5,3,8,4,465.1,3.89,5,3201.2,5.89,5,mh,5,#FFFFFF,100.0,-0.0,0.0,4,6,0,0,RI(り単発)
たらりたらり,tararitarari,4,2,0,1,0,1,taɾaɾitaɾaɾi,3,5,4,3,8,4,483.5,3.99,5,3050.2,5.81,5,mh,5,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
たらん,taran,4,2,0,1,0,1,taɾaŋ,4,6,6,4,6,5,441.4,3.76,6,4138.3,6.32,6,0,4,#4169E1,47.8,26.3,-65.3,3,6,5,0,N(撥音単発)
たらーっ,tara-t,4,2,0,1,0,1,taɾaːʔ,4,5,5,5,7,4,784.4,5.21,5,6652.3,7.13,6,mh,5,#FF0000,53.2,80.1,67.2,2,6,5,0,LONG(長音ー)
たをたを,tawotawo,4,2,0,1,0,1,taotao,4,5,3,4,6,6,391.3,3.45,4,2646.7,5.56,6,0,4,#BDB76B,73.4,-8.8,39.3,4,5,5,1,REDUP(畳語・同一)
たんたん,tantan,4,2048,0,1,1,1,tantaŋ,5,6,5,4,5,6,373.7,3.34,5,4669.9,6.53,7,0,4,#FFFFFF,100.0,-0.0,0.0,4,5,5,1,REDUP(畳語・同一)
たんぽぽ,tanpopo,4,2,0,1,0,1,tampopo,4,5,4,4,7,6,248.7,2.31,5,2663.9,5.58,6,mh,5,#FF0000,53.2,80.1,67.2,5,5,5,8,COMPOUND(複合・異種)
たんまり,tanmari,4,2,0,1,0,1,tammaɾi,4,4,5,4,7,6,248.2,2.30,5,1893.8,5.00,6,mh,5,#FFFFFF,100.0,-0.0,0.0,5,5,5,8,COMPOUND(複合・異種)
たーっ,ta-t,4,2,0,1,0,1,taːʔ,4,5,6,6,6,4,832.1,5.36,5,7242.9,7.27,6,mh,5,#FF0000,53.2,80.1,67.2,2,7,5,0,LONG(長音ー)
たーっぷり,ta-tpuri,4,2,0,1,0,1,taːppuɾi,4,4,5,4,7,6,413.0,3.59,5,2617.5,5.55,7,mh,5,#4B3621,24.5,6.4,16.8,5,5,5,8,COMPOUND(複合・異種)
だだだっ,dadadat,4,2,0,1,0,1,dadadaʔ,6,7,6,6,6,5,407.9,3.56,6,7265.4,7.28,8,0,4,#556B2F,42.2,-18.8,30.6,3,5,0,0,Q(促音単発)
だだーっ,dada-t,4,2,0,1,0,1,dadaːʔ,5,4,5,5,6,4,672.2,4.82,4,6950.8,7.20,7,mh,5,#A5663E,49.3,21.4,32.9,3,6,5,0,LONG(長音ー)
だった,datta,4,2,0,1,0,1,datta,6,5,5,5,6,6,228.4,2.09,6,4358.9,6.41,7,mh,5,#000000,0.0,0.0,0.0,5,5,0,8,COMPOUND(複合・異種)
だったっ,dattat,4,2,0,1,0,1,dattaʔ,6,8,7,7,5,4,421.3,3.64,8,8924.7,7.63,8,0,4,#000000,0.0,0.0,0.0,2,5,0,0,Q(促音単発)
だぼだぼ,dabodabo,4,2,0,1,0,1,dabodabo,6,4,3,4,7,7,187.0,1.58,3,3549.6,6.06,7,0,4,#191970,15.9,31.7,-49.6,4,5,5,1,REDUP(畳語・同一)
だらっ,darat,4,2,0,1,0,1,daɾaʔ,5,7,6,5,7,4,489.2,4.02,7,7567.7,7.35,7,mh,5,#000000,0.0,0.0,0.0,3,5,0,0,Q(促音単発)
